id,clase_construcion,clase_zonificacion,proximidad_calle,area_propiedad,acceso_carretera,acceso_callejon,forma_propiedad,nivelado_propiedad,tipo_servicios,tipo_solar,nivelado_solar,vecindarion,proximidad_ferrocarril,proximidad_ferrocarril2,tipo_propiedad,estilo_propiedad,calidad_material,condicion_general,anio_construcion,anio_remodelacion,tipo_techo,material_techo,cubierta_exterior,revestimiento_exterior,tipo_chapa,area_revestimiento,calidad_exterior,condicion_exterior,tipo_cimiento,calidad_sotano,condicion_sotano,exposicion_sotano,tipo_sotano1,area_asotano1,tipo_sotano2,area_sotano2,area_nosotano,area_sotano,tipo_calefacion,calidad_calefacion,tipo_aireAcond,tipo_electricidad,area_piso1,area_piso2,area_bajacalidad,area_habitableUp,n_baniosSotano,n_mitadBanioSotano,n_banios,n_medioBanio,BedroomAbvGr,KitchenAbvGr,calidad_cocina,n_habitacionesNoBanios,calificacion_domestica,n_chimeneas,calidad_chimeneas,tipo_garage,anio_garage,acabado_garage,area_garageCoches,area_garage,calidad_garage,condicion_garage,tipo_entrada,area_madera,area_porcheAbierto,area_porcheCerrado,area_tresEstaPorche,area_pantalla_porche,area_pisicina,calidad_piscina,calidad_cerca,caracteristicas_noCubiertas,valor_miscelanea,mes_vendido,anio_vendido,tipo_venta,condicion_venta,precio
743,NEWERSTYLES,LD,65.0,8450,P,,0,LVL,ALLPUB,INSIDE,0,SawyerW,NORNAM,NORMAL,SD,OS,7,5,2000,2001,G,SS,VS,VINYLSD,BF,108.0,TA,2,PC,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1349.0,1349.0,GASA,4,1,SBRKR,1349,0,0,1349,0.0,0.0,2,0,3,1,TA,6,TYP,0,,ATTCH,2000.0,UNF,2.0,539.0,TA,TA,Y,120,55,0,0,0,0,,GDPRV,,0,12,2007,WD,NORMAL,179000.0
744,MULTILEVEL,LD,70.0,12886,P,,1,LVL,ALLPUB,INSIDE,0,Sawyer,NORNAM,NORMAL,SD,SL,5,6,1963,1999,G,SS,HB,HDBOARD,N,0.0,TA,2,CB,4.0,3.0,3.0,5.0,444.0,1.0,0.0,76.0,520.0,GASA,4,1,SBRKR,1464,0,0,1464,0.0,1.0,2,0,3,1,TA,6,MINN,1,TA,ATTCH,1997.0,RFN,2.0,480.0,TA,TA,Y,302,0,0,0,100,0,,,,0,10,2009,WD,NORMAL,175000.0
745,PUD,LD,41.0,5395,P,,1,HLS,ALLPUB,INSIDE,0,StoneBr,NORNAM,NORMAL,TEU,OS,8,5,1993,1993,G,SS,HB,HDBOARD,N,0.0,GD,2,PC,4.0,3.0,1.0,6.0,733.0,1.0,0.0,604.0,1337.0,GASA,3,1,SBRKR,1337,0,0,1337,1.0,0.0,2,0,2,1,GD,5,TYP,1,TA,ATTCH,1993.0,RFN,2.0,462.0,TA,TA,Y,96,0,70,168,0,0,,,,0,10,2008,WD,NORMAL,180000.0
746,NEWER,LD,,8963,P,,1,LVL,ALLPUB,INSIDE,0,NWAmes,NORNAM,NORMAL,SD,TS,8,9,1976,1996,H,SS,VS,VINYLSD,BF,289.0,EX,3,CB,3.0,4.0,1.0,6.0,575.0,5.0,80.0,487.0,1142.0,GASA,4,1,SBRKR,1175,1540,0,2715,0.0,1.0,3,1,4,1,GD,11,TYP,2,TA,BUIN,1994.0,FIN,2.0,831.0,TA,TA,Y,0,204,0,0,0,0,,,,0,7,2008,WD,NORMAL,299800.0
747,NEWER,LD,,8795,P,,1,LVL,ALLPUB,INSIDE,0,Gilbert,NORNAM,NORMAL,SD,TS,7,5,2000,2000,G,SS,VS,VINYLSD,N,0.0,GD,2,PC,4.0,3.0,1.0,6.0,300.0,1.0,0.0,652.0,952.0,GASA,4,1,SBRKR,980,1276,0,2256,0.0,0.0,2,1,4,1,GD,8,TYP,1,TA,BUIN,2000.0,FIN,2.0,554.0,TA,TA,Y,224,54,0,0,0,0,,,,0,4,2009,WD,NORMAL,236000.0
748,OLDER,MD,65.0,11700,P,P,1,LVL,ALLPUB,CORNER,0,OldTown,NORNAM,NORMAL,SD,TS,7,7,1880,2003,M,SS,STC,STUCCO,N,0.0,GD,2,ST,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1240.0,1240.0,GASW,2,0,SBRKR,1320,1320,0,2640,0.0,0.0,1,1,4,1,GD,8,TYP,1,GD,DETCH,1950.0,UNF,4.0,864.0,TA,TA,N,181,0,386,0,0,0,,,,0,5,2009,WD,NORMAL,265979.0
749,NEWERSTYLES,LD,59.0,10593,P,,1,LVL,ALLPUB,INSIDE,0,NoRidge,NORNAM,NORMAL,SD,OS,7,5,1996,1996,H,SS,VS,VINYLSD,BF,338.0,GD,2,PC,4.0,3.0,1.0,6.0,919.0,1.0,0.0,801.0,1720.0,GASA,4,1,SBRKR,1720,0,0,1720,1.0,0.0,2,0,3,1,GD,7,TYP,1,TA,ATTCH,1996.0,FIN,2.0,527.0,TA,TA,Y,240,56,154,0,0,0,,,,0,3,2010,WD,NORMAL,260400.0
750,FINISHEDAGES,LD,50.0,8405,P,,0,LVL,ALLPUB,INSIDE,0,Edwards,NORNAM,NORMAL,SD,OHF,4,3,1945,1950,G,SS,WSH,WDSHING,N,0.0,TA,2,S,,,,,0.0,,0.0,0.0,0.0,WALL,2,0,FUSEF,1088,441,0,1529,0.0,0.0,2,0,4,1,TA,9,MOD,0,,DETCH,1945.0,UNF,1.0,240.0,TA,TA,N,92,0,185,0,0,0,,,,0,4,2009,WD,NORMAL,98000.0
751,FINISHEDAGES,MD,55.0,8800,P,G,0,LVL,ALLPUB,CORNER,0,OldTown,NORNAM,NORMAL,SD,OHF,4,7,1910,2004,G,SS,WS,WDSDNG,N,0.0,TA,2,BT,3.0,2.0,1.0,1.0,0.0,1.0,0.0,576.0,576.0,GASA,3,1,SBRKR,792,348,0,1140,0.0,0.0,1,0,3,1,TA,7,MINN,0,,,,,0.0,0.0,,,N,0,160,0,0,0,0,,,,0,6,2010,WD,NORMAL,96500.0
752,NEWER,LD,,7750,P,,0,LVL,ALLPUB,INSIDE,0,Gilbert,RRAN,NORMAL,SD,TS,7,5,2003,2003,G,SS,VS,VINYLSD,N,0.0,GD,2,PC,4.0,3.0,1.0,1.0,0.0,1.0,0.0,660.0,660.0,GASA,4,1,SBRKR,660,660,0,1320,0.0,0.0,2,1,3,1,GD,6,TYP,0,,ATTCH,2003.0,FIN,2.0,400.0,TA,TA,Y,0,48,0,0,0,0,,,,0,8,2007,WD,NORMAL,162000.0
753,NEWERSTYLES,LD,79.0,9236,P,,1,LVL,ALLPUB,INSIDE,0,CollgCr,NORNAM,NORMAL,SD,OS,6,5,1997,1997,G,SS,VS,VINYLSD,N,0.0,TA,3,PC,4.0,3.0,4.0,6.0,1200.0,1.0,0.0,279.0,1479.0,GASA,4,1,SBRKR,1494,0,0,1494,1.0,0.0,2,0,3,1,GD,6,TYP,0,,ATTCH,1997.0,RFN,2.0,576.0,TA,TA,Y,168,27,0,0,0,0,,,,0,7,2006,WD,NORMAL,217000.0
754,NEWER,LD,80.0,10240,P,,0,LVL,ALLPUB,INSIDE,0,NridgHt,NORNAM,NORMAL,SD,TS,8,5,2005,2005,G,SS,VS,VINYLSD,BF,178.0,GD,2,PC,4.0,3.0,2.0,1.0,0.0,1.0,0.0,1030.0,1030.0,GASA,3,1,SBRKR,1038,1060,0,2098,0.0,0.0,2,1,3,1,EX,8,TYP,1,GD,ATTCH,2005.0,RFN,3.0,878.0,TA,TA,Y,192,52,0,0,0,0,,,,0,3,2006,WD,NORMAL,275500.0
755,NEWERSTYLES,LD,61.0,7930,P,,0,LVL,ALLPUB,INSIDE,0,NAmes,NORNAM,NORMAL,SD,OS,6,8,1969,2005,G,SS,PW,PLYWOOD,N,0.0,TA,2,CB,3.0,3.0,1.0,6.0,439.0,2.0,472.0,115.0,1026.0,GASA,3,1,SBRKR,1026,0,0,1026,1.0,0.0,1,0,3,1,GD,5,TYP,0,,DETCH,1969.0,RFN,2.0,440.0,TA,TA,Y,171,48,0,0,0,0,,,,0,7,2009,WD,NORMAL,156000.0
756,PUDNEWER,VR,34.0,3230,P,P,0,LVL,ALLPUB,INSIDE,0,Somerst,NORNAM,NORMAL,TEU,TS,6,5,1999,1999,G,SS,MS,METALSD,BF,894.0,TA,2,PC,4.0,3.0,1.0,6.0,381.0,1.0,0.0,348.0,729.0,GASA,3,1,SBRKR,742,729,0,1471,0.0,0.0,2,1,3,1,TA,6,TYP,0,,DETCH,1999.0,UNF,2.0,440.0,TA,TA,Y,0,24,0,0,0,0,,,,0,3,2009,WD,NORMAL,172500.0
757,NEWER,LD,68.0,10769,P,,1,LVL,ALLPUB,INSIDE,0,CollgCr,NORNAM,NORMAL,SD,TS,8,5,2007,2007,G,SS,VS,VINYLSD,N,0.0,GD,2,PC,4.0,3.0,3.0,6.0,20.0,1.0,0.0,846.0,866.0,GASA,4,1,SBRKR,866,902,0,1768,0.0,0.0,2,1,3,1,GD,7,TYP,0,,ATTCH,2007.0,RFN,2.0,578.0,TA,TA,Y,144,105,0,0,0,0,,,,0,4,2009,WD,NORMAL,212000.0
758,NEWER,LD,,11616,P,,1,LVL,ALLPUB,CULDSAC,0,Sawyer,NORNAM,NORMAL,SD,TS,6,5,1978,1978,H,SS,HB,HDBOARD,BC,328.0,TA,2,CB,3.0,3.0,2.0,3.0,438.0,1.0,0.0,234.0,672.0,GASA,2,1,SBRKR,672,714,0,1386,0.0,0.0,2,1,3,1,TA,6,TYP,1,TA,ATTCH,1978.0,FIN,2.0,440.0,TA,TA,Y,335,0,0,0,0,0,,GDPRV,,0,4,2010,WD,ABNORMAL,158900.0
759,PUDNEWER,VR,24.0,2280,P,P,0,LVL,ALLPUB,INSIDE,0,Somerst,NORNAM,NORMAL,TIU,TS,7,5,1999,1999,G,SS,MS,METALSD,BF,360.0,TA,2,PC,4.0,3.0,1.0,5.0,549.0,1.0,0.0,195.0,744.0,GASA,3,1,SBRKR,757,744,0,1501,0.0,0.0,2,1,3,1,TA,6,TYP,0,,DETCH,1999.0,UNF,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2008,WD,NORMAL,179400.0
760,NEWER,LD,65.0,12257,P,,1,LVL,ALLPUB,INSIDE,0,NoRidge,NORNAM,NORMAL,SD,TS,8,5,1995,1995,G,SS,VS,VINYLSD,BF,513.0,GD,2,PC,4.0,3.0,3.0,2.0,56.0,5.0,64.0,1198.0,1318.0,GASA,4,1,SBRKR,1328,1203,0,2531,0.0,0.0,2,1,4,1,GD,9,TYP,1,TA,ATTCH,1995.0,RFN,3.0,752.0,TA,TA,Y,222,98,0,0,0,0,,,,0,11,2007,WD,NORMAL,290000.0
761,NEWERSTYLES,LD,70.0,9100,P,,0,LVL,ALLPUB,INSIDE,0,NAmes,NORNAM,NORMAL,SD,OS,6,6,1959,1959,H,SS,WS,WDSDNG,N,0.0,TA,2,CB,3.0,3.0,1.0,3.0,612.0,1.0,0.0,252.0,864.0,GASA,4,1,SBRKR,864,0,0,864,0.0,0.0,1,0,2,1,TA,5,TYP,0,,DETCH,2008.0,UNF,1.0,300.0,EX,EX,Y,0,0,0,0,0,0,,,SHED,450,10,2009,WD,NORMAL,127500.0
762,OLDER,MD,60.0,6911,P,,0,LVL,ALLPUB,FR,0,BrkSide,FEEDR,NORMAL,SD,OS,5,5,1924,1950,G,SS,WS,WDSDNG,N,0.0,TA,2,PC,3.0,3.0,2.0,2.0,405.0,1.0,0.0,740.0,1145.0,GASA,2,1,SBRKR,1301,0,0,1301,0.0,0.0,1,0,2,1,FA,5,MIN,0,,DETCH,1965.0,UNF,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2009,WD,NORMAL,100000.0
763,NEWER,VR,72.0,8640,P,,0,LVL,ALLPUB,INSIDE,0,Somerst,NORNAM,NORMAL,SD,TS,7,5,2009,2009,G,SS,VS,VINYLSD,N,0.0,TA,2,PC,4.0,3.0,2.0,6.0,24.0,1.0,0.0,732.0,756.0,GASA,4,1,SBRKR,764,783,0,1547,0.0,0.0,2,1,3,1,GD,7,TYP,0,,ATTCH,2009.0,UNF,2.0,614.0,TA,TA,Y,169,45,0,0,0,0,,,,0,6,2010,CON,NORMAL,215200.0
764,NEWER,LD,82.0,9430,P,,0,LVL,ALLPUB,INSIDE,0,NoRidge,NORNAM,NORMAL,SD,TS,8,5,1999,1999,G,SS,VS,VINYLSD,BF,673.0,GD,2,PC,4.0,3.0,2.0,6.0,1163.0,1.0,0.0,89.0,1252.0,GASA,4,1,SBRKR,1268,1097,0,2365,1.0,0.0,2,1,3,1,GD,8,TYP,1,GD,ATTCH,1999.0,RFN,3.0,856.0,TA,TA,Y,0,128,0,0,180,0,,,,0,7,2009,WD,NORMAL,337000.0
765,PUD,LD,30.0,9549,P,,1,LVL,ALLPUB,CULDSAC,0,Veenker,NORNAM,NORMAL,TEU,OS,8,5,1995,1996,H,SS,BF,BRKFACE,N,0.0,GD,3,PC,4.0,4.0,3.0,2.0,437.0,6.0,1057.0,0.0,1494.0,GASA,4,1,SBRKR,1494,0,0,1494,1.0,0.0,1,1,2,1,EX,6,TYP,1,GD,ATTCH,1995.0,FIN,2.0,481.0,TA,TA,Y,0,30,0,0,216,0,,,,0,4,2006,WD,NORMAL,270000.0
766,NEWERSTYLES,LD,75.0,14587,P,,1,LVL,ALLPUB,INSIDE,0,Somerst,NORNAM,NORMAL,SD,OS,9,5,2008,2008,G,SS,VS,VINYLSD,S,284.0,GD,2,PC,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1498.0,1498.0,GASA,4,1,SBRKR,1506,0,0,1506,0.0,0.0,2,0,2,1,EX,6,TYP,1,GD,ATTCH,2008.0,FIN,2.0,592.0,TA,TA,Y,0,174,0,0,0,0,,,,0,8,2008,NEW,PARTIAL,264132.0
767,NEWER,LD,80.0,10421,P,,0,LVL,ALLPUB,INSIDE,0,NWAmes,NORNAM,NORMAL,SD,TS,7,5,1988,1988,G,SS,HB,HDBOARD,BF,42.0,TA,2,CB,4.0,3.0,1.0,6.0,394.0,1.0,0.0,586.0,980.0,GASA,2,1,SBRKR,980,734,0,1714,0.0,0.0,2,1,3,1,TA,7,TYP,1,TA,ATTCH,1988.0,UNF,2.0,496.0,TA,TA,Y,228,66,156,0,0,0,,MNPRV,SHED,500,3,2010,WD,NORMAL,196500.0
768,FINISHEDAGES,LD,75.0,12508,P,,1,LVL,ALLPUB,INSIDE,0,Mitchel,NORNAM,NORMAL,SD,OHF,6,7,1940,1985,G,SS,VS,VINYLSD,N,0.0,TA,2,CB,4.0,3.0,2.0,5.0,660.0,1.0,0.0,323.0,983.0,GASA,4,1,SBRKR,983,767,0,1750,1.0,0.0,2,0,4,1,TA,7,MOD,0,,ATTCH,1989.0,UNF,1.0,423.0,TA,TA,Y,245,0,156,0,0,0,,,SHED,1300,7,2008,WD,NORMAL,160000.0
769,NEWERSTYLES,LD,70.0,9100,P,,0,LVL,ALLPUB,INSIDE,0,CollgCr,NORNAM,NORMAL,SD,OS,7,5,2004,2005,H,SS,VS,VINYLSD,N,0.0,GD,2,PC,4.0,3.0,1.0,6.0,24.0,1.0,0.0,1836.0,1860.0,GASA,4,1,SBRKR,1836,0,0,1836,0.0,0.0,2,0,3,1,GD,8,TYP,1,GD,ATTCH,2004.0,FIN,2.0,484.0,TA,TA,Y,120,33,0,0,0,0,,,,0,10,2006,WD,NORMAL,216837.0
770,NEWER,LD,47.0,53504,P,,2,HLS,ALLPUB,CULDSAC,1,StoneBr,NORNAM,NORMAL,SD,TS,8,5,2003,2003,H,SS,CB,WDSHING,BF,603.0,EX,2,PC,4.0,3.0,4.0,5.0,1416.0,1.0,0.0,234.0,1650.0,GASA,4,1,SBRKR,1690,1589,0,3279,1.0,0.0,3,1,4,1,EX,12,MOD,1,GD,BUIN,2003.0,FIN,3.0,841.0,TA,TA,Y,503,36,0,0,210,0,,,,0,6,2010,WD,NORMAL,538000.0
771,FOYER,LD,,7252,P,,1,LVL,ALLPUB,CULDSAC,0,Sawyer,NORNAM,NORMAL,SD,SF,5,5,1982,1982,H,SS,WS,WDSDNG,N,0.0,TA,2,CB,4.0,3.0,3.0,6.0,685.0,1.0,0.0,173.0,858.0,GASA,2,1,SBRKR,858,0,0,858,1.0,0.0,1,0,2,1,TA,5,TYP,0,,DETCH,1983.0,UNF,2.0,576.0,TA,TA,Y,120,0,0,0,0,0,,,,0,4,2009,WD,NORMAL,134900.0
772,NEWERSTYLES,LD,67.0,8877,P,,0,LVL,ALLPUB,INSIDE,0,Edwards,NORNAM,NORMAL,SD,OS,4,5,1951,1951,G,SS,WS,WDSDNG,N,0.0,TA,2,CB,2.0,2.0,1.0,2.0,836.0,1.0,0.0,0.0,836.0,GASA,2,1,FUSEF,1220,0,0,1220,0.0,0.0,1,0,2,1,TA,6,TYP,0,,DETCH,1951.0,UNF,2.0,396.0,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2006,COD,NORMAL,102000.0
773,MULTILEVEL,LD,94.0,7819,P,,0,LVL,ALLPUB,INSIDE,0,Edwards,NORNAM,NORMAL,SD,SL,6,5,1976,1976,G,SS,PW,PLYWOOD,N,0.0,TA,2,CB,3.0,3.0,3.0,5.0,422.0,4.0,127.0,480.0,1029.0,GASA,2,1,SBRKR,1117,0,0,1117,1.0,0.0,1,0,3,1,TA,6,TYP,1,TA,DETCH,1976.0,UNF,2.0,672.0,TA,TA,Y,144,0,0,0,0,0,,MNPRV,,0,3,2010,WD,ABNORMAL,107000.0
774,NEWERSTYLES,LD,70.0,10150,P,,0,LVL,ALLPUB,INSIDE,0,NAmes,FEEDR,NORMAL,SD,OS,5,5,1958,1958,G,SS,WS,WDSDNG,N,1.0,TA,2,CB,3.0,3.0,1.0,3.0,456.0,1.0,0.0,456.0,912.0,GASA,4,1,FUSEA,912,0,0,912,0.0,0.0,1,0,2,1,TA,5,TYP,0,,ATTCH,1958.0,RFN,1.0,275.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2007,COD,NORMAL,114500.0
775,NEWERSTYLES,LD,110.0,14226,P,,0,LVL,ALLPUB,CORNER,0,NridgHt,NORNAM,NORMAL,SD,OS,8,5,2006,2006,H,SS,VS,VINYLSD,BF,375.0,GD,2,PC,4.0,3.0,3.0,1.0,0.0,1.0,0.0,1935.0,1935.0,GASA,3,1,SBRKR,1973,0,0,1973,0.0,0.0,2,0,3,1,GD,9,TYP,1,GD,ATTCH,2006.0,FIN,3.0,895.0,TA,TA,Y,315,45,0,0,0,0,,,,0,7,2007,NEW,PARTIAL,395000.0
776,PUD,MD,32.0,4500,P,,0,LVL,ALLPUB,FR,0,Mitchel,NORNAM,NORMAL,TEU,OS,6,5,1998,1998,H,SS,VS,VINYLSD,BF,320.0,TA,2,PC,5.0,3.0,1.0,6.0,866.0,1.0,0.0,338.0,1204.0,GASA,4,1,SBRKR,1204,0,0,1204,1.0,0.0,2,0,2,1,TA,5,TYP,0,,ATTCH,1998.0,FIN,2.0,412.0,TA,TA,Y,0,247,0,0,0,0,,,,0,6,2009,WD,NORMAL,162000.0
777,NEWERSTYLES,LD,86.0,11210,P,,1,LVL,ALLPUB,INSIDE,0,CollgCr,NORNAM,NORMAL,SD,OS,7,5,2005,2006,G,SS,VS,VINYLSD,BF,240.0,GD,2,PC,4.0,3.0,3.0,6.0,20.0,1.0,0.0,1594.0,1614.0,GASA,4,1,SBRKR,1614,0,0,1614,0.0,0.0,2,0,3,1,GD,7,TYP,0,,ATTCH,2005.0,RFN,3.0,865.0,TA,TA,Y,144,59,0,0,0,0,,,,0,7,2006,NEW,PARTIAL,221500.0
778,NEWERSTYLES,LD,100.0,13350,P,,1,LVL,ALLPUB,INSIDE,0,Sawyer,NORNAM,NORMAL,SD,OS,5,5,1974,1974,H,SS,HB,PLYWOOD,N,0.0,TA,2,CB,3.0,3.0,1.0,5.0,762.0,1.0,0.0,102.0,864.0,GASA,2,1,SBRKR,894,0,0,894,1.0,0.0,1,0,3,1,TA,5,TYP,1,FA,ATTCH,1974.0,UNF,2.0,440.0,TA,TA,Y,241,0,0,0,0,0,,MNPRV,,0,6,2006,WD,NORMAL,142500.0
779,DUPLEX,HD,60.0,8400,P,,0,LVL,ALLPUB,INSIDE,0,SawyerW,FEEDR,NORMAL,D,OS,5,5,1977,1977,G,SS,PW,PLYWOOD,BF,320.0,TA,2,S,,,,,0.0,,0.0,0.0,0.0,GASA,2,1,SBRKR,2020,0,0,2020,0.0,0.0,2,0,4,2,TA,10,TYP,2,TA,DETCH,1977.0,UNF,2.0,630.0,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2007,WD,NORMAL,144000.0
780,DUPLEX,LD,78.0,10530,P,,0,LVL,ALLPUB,INSIDE,0,Mitchel,NORNAM,NORMAL,D,SF,6,5,1977,1977,G,SS,PW,IMSTUCC,BF,90.0,TA,2,CB,4.0,3.0,4.0,6.0,975.0,1.0,0.0,0.0,975.0,GASA,2,1,SBRKR,1004,0,0,1004,1.0,0.0,1,0,2,1,TA,4,TYP,0,,ATTCH,1977.0,UNF,2.0,504.0,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2006,WD,NORMAL,135000.0
781,NEWERSTYLES,LD,63.0,7875,P,,0,LVL,ALLPUB,INSIDE,0,Gilbert,NORNAM,NORMAL,SD,OS,7,5,1995,1996,G,SS,HB,HDBOARD,BF,38.0,TA,2,PC,4.0,4.0,1.0,1.0,0.0,1.0,0.0,1237.0,1237.0,GASA,3,1,SBRKR,1253,0,0,1253,0.0,0.0,2,0,3,1,TA,6,TYP,1,TA,ATTCH,1995.0,FIN,2.0,402.0,TA,TA,Y,220,21,0,0,0,0,,,,0,6,2007,WD,NORMAL,176000.0
782,NEWER,LD,65.0,7153,P,,0,LVL,ALLPUB,INSIDE,0,SawyerW,NORNAM,NORMAL,SD,TS,6,5,1992,1992,G,SS,VS,VINYLSD,N,0.0,GD,3,PC,4.0,3.0,1.0,5.0,387.0,1.0,0.0,374.0,761.0,GASA,4,1,SBRKR,810,793,0,1603,0.0,0.0,2,1,3,1,GD,7,TYP,0,,ATTCH,1992.0,RFN,2.0,484.0,TA,TA,Y,0,124,0,0,0,0,,,,0,7,2006,WD,NORMAL,175900.0
783,NEWERSTYLES,LD,67.0,16285,P,,2,LVL,ALLPUB,INSIDE,0,CollgCr,NORNAM,NORMAL,SD,OS,7,5,2001,2002,G,SS,VS,VINYLSD,N,0.0,GD,2,PC,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1413.0,1413.0,GASA,4,1,SBRKR,1430,0,0,1430,0.0,0.0,2,0,3,1,GD,6,TYP,0,,ATTCH,2001.0,RFN,2.0,605.0,TA,TA,Y,0,33,0,0,0,0,,,,0,6,2009,WD,NORMAL,187100.0
784,FOYER,LD,,9101,P,,1,LVL,ALLPUB,CORNER,0,Mitchel,NORNAM,NORMAL,SD,SF,5,6,1978,1978,G,SS,PW,PLYWOOD,BF,104.0,TA,3,PC,4.0,3.0,3.0,6.0,1097.0,1.0,0.0,0.0,1097.0,GASA,4,1,SBRKR,1110,0,0,1110,1.0,0.0,1,0,1,1,GD,4,TYP,1,TA,ATTCH,1978.0,FIN,2.0,602.0,TA,TA,Y,303,30,0,0,0,0,,,,0,7,2009,WD,NORMAL,165500.0
785,STORYAGES,MD,35.0,6300,P,G,0,LVL,ALLPUB,INSIDE,0,OldTown,NORNAM,NORMAL,SD,THU,6,6,1914,2001,G,SS,WS,WDSHING,N,0.0,TA,2,CB,3.0,3.0,1.0,1.0,0.0,1.0,0.0,742.0,742.0,GASA,4,1,SBRKR,742,742,0,1484,0.0,0.0,2,0,3,1,TA,9,TYP,1,GD,,,,0.0,0.0,,,Y,0,291,134,0,0,0,,,,0,6,2008,WD,NORMAL,128000.0
786,NEWERSTYLES,LD,,9790,P,,0,LVL,ALLPUB,INSIDE,0,NWAmes,FEEDR,NORMAL,SD,OS,6,5,1967,1967,G,SS,BF,WDSDNG,N,0.0,TA,2,CB,3.0,3.0,1.0,3.0,251.0,2.0,630.0,491.0,1372.0,GASA,2,1,SBRKR,1342,0,0,1342,0.0,0.0,2,0,3,1,TA,7,TYP,1,GD,ATTCH,1967.0,UNF,2.0,457.0,TA,TA,Y,0,0,0,0,197,0,,,,0,9,2009,WD,NORMAL,161500.0
787,FINISHEDAGES,MD,60.0,10800,P,,0,LVL,ALLPUB,INSIDE,0,OldTown,ARTERY,NORMAL,SD,OHF,5,6,1915,1950,G,SS,MS,METALSD,N,0.0,TA,3,PC,2.0,3.0,1.0,2.0,686.0,1.0,0.0,0.0,686.0,GASA,2,1,SBRKR,966,686,0,1652,1.0,0.0,2,0,4,1,TA,7,TYP,0,,DETCH,1961.0,UNF,1.0,416.0,TA,TA,Y,0,0,196,0,0,0,,,SHED,1200,6,2010,WD,NORMAL,139000.0
788,NEWER,LD,76.0,10142,P,,1,LVL,ALLPUB,INSIDE,0,SawyerW,NORNAM,NORMAL,SD,TS,7,5,2004,2004,G,SS,VS,VINYLSD,N,0.0,GD,2,PC,4.0,3.0,1.0,6.0,656.0,1.0,0.0,300.0,956.0,GASA,4,1,SBRKR,956,1128,0,2084,1.0,0.0,2,1,4,1,GD,8,TYP,0,,BUIN,2004.0,RFN,2.0,618.0,TA,TA,Y,0,45,0,0,0,0,,,,0,1,2010,WD,NORMAL,233000.0
789,NEWERSTYLES,MD,50.0,6000,P,,0,LVL,ALLPUB,CORNER,0,OldTown,NORNAM,NORMAL,SD,OS,4,7,1954,2000,G,SS,MS,METALSD,N,0.0,TA,2,CB,3.0,3.0,1.0,1.0,0.0,1.0,0.0,901.0,901.0,GASA,4,1,SBRKR,901,0,0,901,0.0,0.0,1,0,2,1,TA,4,TYP,0,,DETCH,1954.0,UNF,1.0,281.0,FA,TA,Y,0,0,0,0,0,0,,,,0,8,2008,WD,NORMAL,107900.0
790,NEWER,LD,,12205,P,,1,LOW,ALLPUB,INSIDE,0,ClearCr,NORNAM,NORMAL,SD,TS,6,8,1966,2007,G,SS,HB,HDBOARD,BF,157.0,TA,2,CB,3.0,2.0,4.0,2.0,568.0,1.0,0.0,264.0,832.0,GASA,3,1,SBRKR,976,1111,0,2087,0.0,0.0,2,1,5,1,GD,9,TYP,0,,ATTCH,1966.0,FIN,2.0,444.0,TA,TA,Y,133,168,0,0,0,0,,,,0,7,2007,WD,NORMAL,187500.0
791,PUD,LD,43.0,3182,P,,0,LVL,ALLPUB,INSIDE,0,Blmngtn,NORNAM,NORMAL,TEU,OS,7,5,2005,2006,G,SS,VS,VINYLSD,BF,11.0,GD,2,PC,4.0,3.0,1.0,6.0,16.0,1.0,0.0,1129.0,1145.0,GASA,4,1,SBRKR,1145,0,0,1145,0.0,0.0,2,0,2,1,GD,5,TYP,1,GD,ATTCH,2005.0,FIN,2.0,397.0,TA,TA,Y,100,16,0,0,0,0,,,,0,9,2009,WD,NORMAL,160200.0
792,MULTILEVEL,LD,,11333,P,,1,LVL,ALLPUB,CORNER,0,Mitchel,NORNAM,NORMAL,SD,SL,6,5,1976,1976,G,SS,HB,HDBOARD,N,0.0,TA,2,PC,4.0,3.0,3.0,5.0,539.0,1.0,0.0,490.0,1029.0,GASA,2,1,SBRKR,1062,0,0,1062,1.0,0.0,1,0,3,1,TA,5,TYP,2,TA,ATTCH,1976.0,RFN,2.0,539.0,TA,TA,Y,120,0,0,0,0,0,,,,0,5,2007,WD,NORMAL,146800.0
